000000000001|01/01/2013|OTHER|4.125||1|359|359|12/2042|26580|0|N|||||||||||||||||||N
000000000001|02/01/2013||4.125||2|358|358|12/2042|26580|0|N|||||||||||||||||||N
000000000001|03/01/2013||4.125||3|357|357|12/2042|26580|0|N|||||||||||||||||||N
000000000001|04/01/2013||4.125||4|356|356|12/2042|26580|0|N|||||||||||||||||||N
000000000001|05/01/2013||4.125||5|355|355|12/2042|26580|0|N|||||||||||||||||||N
000000000001|06/01/2013||4.125||6|354|354|12/2042|26580|0|N|||||||||||||||||||N
000000000001|07/01/2013||4.125|142564.97|7|353|353|12/2042|26580|0|N|||||||||||||||||||N
000000000001|08/01/2013||4.125|142357.14|8|352|352|12/2042|26580|0|N|||||||||||||||||||N
000000000001|09/01/2013||4.125|142357.14|9|351|352|12/2042|26580|1|N|||||||||||||||||||N
000000000001|10/01/2013||4.125|142357.14|10|350|352|12/2042|26580|2|N|||||||||||||||||||N
000000000001|11/01/2013||4.125|142357.14|11|349|352|12/2042|26580|3|N|||||||||||||||||||N
000000000001|12/01/2013||4.125|142357.14|12|348|0|12/2042|26580|X|N|15|12/2013|08/01/2013|12/01/2013|||||||||||||||
000000000002|01/01/2013|OTHER|4.375||1|359|357|12/2042|38300|0|N|||||||||||||||||||N
000000000002|02/01/2013||4.375||2|358|354|12/2042|38300|0|N|||||||||||||||||||N
000000000002|03/01/2013||4.375||3|357|352|12/2042|38300|0|N|||||||||||||||||||N
000000000002|04/01/2013||4.375||4|356|349|12/2042|38300|0|N|||||||||||||||||||N
000000000002|05/01/2013||4.375||5|355|347|12/2042|38300|0|N|||||||||||||||||||N
000000000002|06/01/2013||4.375||6|354|344|12/2042|38300|0|N|||||||||||||||||||N
000000000002|07/01/2013||4.375|142466.74|7|353|342|12/2042|38300|0|N|||||||||||||||||||N
000000000002|08/01/2013||4.375|141946.76|8|352|339|12/2042|38300|0|N|||||||||||||||||||N
000000000002|09/01/2013||4.375|141725.97|9|351|338|12/2042|38300|0|N|||||||||||||||||||N
000000000002|10/01/2013||4.375|141203.29|10|350|336|12/2042|38300|0|N|||||||||||||||||||N
000000000002|11/01/2013||4.375|140685.4|11|349|334|12/2042|38300|0|N|||||||||||||||||||N
000000000002|12/01/2013||4.375|140165.63|12|348|331|12/2042|38300|0|N|||||||||||||||||||Y
000000000002|01/01/2014||4.375|139945.06|13|347|330|12/2042|38300|0|N|||||||||||||||||||Y
000000000002|02/01/2014||4.375|139422.59|14|346|328|12/2042|38300|0|N|||||||||||||||||||N
000000000002|03/01/2014||4.375|138898.21|15|345|325|12/2042|38300|0|N|||||||||||||||||||N
000000000002|04/01/2014||4.375|138898.21|16|344|325|12/2042|38300|0|N|||||||||||||||||||N
000000000002|05/01/2014||4.375|138373.02|17|343|323|12/2042|38300|0|N|||||||||||||||||||N
000000000002|06/01/2014||4.375|137845.91|18|342|321|12/2042|38300|0|N|||||||||||||||||||N
000000000002|07/01/2014||4.375|136785.92|19|341|316|12/2042|38300|0|N|||||||||||||||||||N
000000000002|08/01/2014||4.375|136785.92|20|340|316|12/2042|38300|0|N|||||||||||||||||||N
000000000002|09/01/2014||4.375|135718.2|21|339|312|12/2042|38300|0|N|||||||||||||||||||N
000000000002|10/01/2014||4.375|135181.42|22|338|309|12/2042|38300|0|N|||||||||||||||||||N
000000000002|11/01/2014||4.375|135181.42|23|337|309|12/2042|38300|0|N|||||||||||||||||||N
000000000002|12/01/2014||4.375|134145.23|24|336|305|12/2042|38300|0|N|||||||||||||||||||N
000000000002|01/01/2015||4.375|134145.23|24|335||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|02/01/2015||4.375|140000.28|25|334||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|03/01/2015||4.375|139000.29|26|333||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|04/01/2015||4.375|139000.29|27|332||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|05/01/2015||4.375|139000.29|28|331||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|06/01/2015||4.375|139000.29|29|330||01/2043|38300|0|Y|||||||||||||||30000||||N
000000000002|07/01/2015||4.375|139000.29|30|329||01/2043|38300|0|Y|||||||||||||||30000|45000|||N
000000000002|08/01/2015||4.375|139000.29|31|328||01/2043|38300|0|Y|||||||||||||||30000|45000|||N
000000000002|09/01/2015||4.375|139000.29|32|327||01/2043|38300|0|Y|||||||||||||||30000|45000|||N
000000000003|01/01/2013|OTHER|3.375||0|360|360|01/2043|16980|0|N|||||||||||||||||||N
